Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8eeac379-065b-0976-ebf2-815e61920263,1968-08-23,,999-65-2820,S99910681,X20747406X,Mr.,Burt293,Cedrick207,Windler79,,,M,white,nonhispanic,M,Yuba City  California  US,364 Greenholt Street Suite 75,San Diego,California,San Diego County,6073,92126,32.69801142731278,-117.14577775203567,243708.88,110104.26,125295
d0e1bd76-a257-e2d9-327e-6aa51233ced0,1994-03-04,,999-32-5137,S99958927,X48236443X,Mrs.,Alejandra902,Josefina523,Manzanares924,,Ayala238,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,817 Nikolaus Track,Redwood City,California,San Mateo County,6081,94002,37.44668109832701,-122.20373670835377,331064.66,4676.92,57676
17a0c293-e68c-6d55-7130-ff4ac1c36b2c,2000-06-23,,999-12-9904,S99956053,X68884898X,Mr.,Mariano761,Miguel Ángel46,Espinoza81,,,,white,hispanic,M,Mexico City  Mexico City  MX,282 Altenwerth Parade Unit 49,West Hollywood,California,Los Angeles County,6037,90210,34.05299719563688,-118.40728472857332,9988.70,975698.52,5928
d27245d6-efd0-e551-144d-eb35f2a47a0a,2002-09-10,,999-15-3153,S99922530,X18631851X,Ms.,Yolanda648,,Vélez150,,,,native,hispanic,F,Lima  Lima Province  PE,414 Gaylord Haven Apt 66,Simi Valley,California,Ventura County,6111,93063,34.351670582634796,-118.72184092094867,6592.99,323536.28,14047
7d6ce06a-4264-0434-ae29-7ffc8818dcdd,1969-09-19,,999-62-4748,S99993656,X47026120X,Mrs.,Leticia253,,Wolff180,,Kertzmann286,M,asian,hispanic,F,Clearlake  California  US,663 Leannon Drive Unit 24,Merced,California,Merced County,6047,95340,37.20990939442673,-120.48776621324649,1010294.94,618461.09,71102
1ca53841-e429-c5fc-c87d-7458efaf51cf,1975-02-24,,999-79-9182,S99956686,X8862738X,Mr.,Martín25,Bernardo699,Merino448,,,M,white,hispanic,M,Puebla  Puebla  MX,743 Rempel Loaf Apt 16,Los Angeles,California,Los Angeles County,6037,91356,34.03195106279487,-118.43295981860153,8175.00,122803.69,20007
ae4ea833-a9c4-d969-e6c4-420811faa13e,1984-07-29,,999-20-8876,S99933656,X52681261X,Mr.,Lucas404,Cristobal567,Soria950,,,S,black,hispanic,M,Kingston  Kingston  JM,451 Kulas Brook,Los Angeles,California,Los Angeles County,6037,91505,33.9877800946842,-118.2095362011329,65274.06,123851.84,39297
bea19406-ffcb-10f7-21ee-b9cdd09cf65b,2003-11-03,,999-73-2732,S99978847,X4674518X,Ms.,Vincenza112,Melvina326,Ryan260,,,,white,nonhispanic,F,Elk Grove  California  US,240 Thompson Light Unit 23,Williams,California,Colusa County,6011,95987,39.136201156224686,-122.24227340617051,4582.02,93965.95,18622
2b6e72f8-4c3d-2eae-2a29-80d40b59d3fa,1942-05-18,,999-82-9947,S99933808,X49452951X,Mr.,Huey641,Robbie31,Morar593,,,D,white,nonhispanic,M,Escondido  California  US,332 Osinski Route,Pismo Beach,California,San Luis Obispo County,6079,93433,35.122696431749624,-120.56974952199617,197846.45,230002.48,160801
4af47fb1-6d8d-f440-e507-0167b466b873,1964-03-20,,999-26-4913,S99917173,X61977435X,Ms.,Berta524,Isabel214,Tejeda887,,,S,white,hispanic,F,Mexico City  Mexico City  MX,160 Ruecker Wynd,Pomona,California,Los Angeles County,6037,91789,34.067076405128425,-117.80121134267411,17050.61,1422123.93,15498
1a6c1da1-5311-527a-598a-598be5ac977a,1963-08-16,,999-35-6961,S99947417,X37128982X,Mr.,Ryan260,Paul232,Yost751,,,M,white,nonhispanic,M,San Diego  California  US,737 Bruen Plaza,Redwood City,California,San Mateo County,6081,94070,37.45898465117264,-122.33480414792355,254960.40,32385.46,81545
06c59841-6444-b060-eb7e-22c1d7989983,2003-10-26,,999-14-4668,S99951323,X14065955X,Ms.,Corina534,Tori754,Eichmann909,,,,asian,hispanic,F,Olivehurst  California  US,397 Willms Gate Unit 64,Oakland,California,Alameda County,6001,94612,37.74276968272203,-122.17671521453656,5304.18,291181.87,10768
d918ca01-6e8e-31de-68bf-0c2933b74ced,1999-09-05,,999-92-7152,S99946212,X17761827X,Mr.,Cody889,,Wiegand701,,,,white,nonhispanic,M,Compton  California  US,470 Strosin Crossroad,Alpine,California,San Diego County,6073,91901,32.786734860422285,-116.73340063359151,4739.37,74060.53,12281
c48250ad-e24c-6f18-dd5c-c9f4aefe8762,2009-05-04,,999-73-2084,,,,Drew592,Aurelio227,Rosenbaum794,,,,white,nonhispanic,M,Oxnard  California  US,530 Ledner Plaza,San Diego,California,San Diego County,6073,92113,32.90384155479367,-117.0925257106007,52657.81,17922.72,132868
73763616-bda1-26f6-d8a3-f948ba67a9bb,1955-12-09,,999-63-1867,S99927514,X63259545X,Ms.,Sofia418,Alicia629,de Jesús414,,,S,white,hispanic,F,Havana  Havana  CU,504 Farrell Parade,Davis,California,Yolo County,6113,95618,38.66620304743983,-121.7074414182237,391500.58,2003592.60,335608
983ddf4b-beea-b17c-a1ec-b98c3e7e2a6e,2014-07-30,,999-83-2546,,,,Ricarda574,Marinda592,Hills818,,,,white,nonhispanic,F,View Park-Windsor Hills  California  US,258 Reilly Landing Apt 43,San Diego,California,San Diego County,6073,92134,32.638661886813594,-117.08365369950431,18335.18,22487.75,97005
d9886c71-0a04-b9a7-8c53-6b5ea338febd,1946-06-15,1999-07-13,999-95-4775,S99985729,X79702493X,Mr.,Ian270,Stevie682,Leannon79,,,M,white,hispanic,M,Rancho Cordova  California  US,885 Schamberger Pathway,Yorba Linda,California,Orange County,6059,92870,33.87204334407374,-117.73830900577045,9868.25,285298.52,21494
c2512813-0336-9e93-628b-86c46612f70a,2003-01-11,,999-38-7229,S99932113,X79960388X,Mr.,Minh326,Eldon28,Kassulke119,,,,white,hispanic,M,Canyon Lake  California  US,578 Hermiston Landing,Parlier,California,Fresno County,6019,93662,36.577196237327,-119.65228824643312,16475.10,98160.80,34566
8057a382-ed3e-f04d-8a40-e57d18953908,1952-04-04,,999-30-6883,S99981240,X28761972X,Mr.,Kenny207,Jackie93,Lindgren255,,,D,white,hispanic,M,Santa Monica  California  US,859 Von Annex,Huntington Beach,California,Orange County,6059,92649,33.67383938048206,-118.060556526695,353795.97,1767146.84,123546
c6d33d53-caee-62bb-c10e-3be5aaa5db8a,1948-11-22,,999-42-1665,S99957656,X88726774X,Mrs.,Philomena945,Kasey569,Fay398,,Langosh790,M,asian,hispanic,F,Oxnard  California  US,1097 Will Passage Apt 24,Long Beach,California,Los Angeles County,6037,90804,33.76316822037564,-118.0302039768198,354589.74,1298121.90,143015
e0f9ab19-5580-534f-b72a-bdaf6955f415,1974-05-05,,999-12-7530,S99994154,X15071360X,Mr.,Armand155,Nicky270,Hand679,,,D,black,nonhispanic,M,Fremont  California  US,1065 Herzog Vista,Albany,California,Alameda County,6001,94710,37.88312244547109,-122.33796177441458,215200.77,205203.62,35429
5f205cc7-4c71-1b0d-33d0-726b8f76c3f1,1961-02-18,1983-11-05,999-36-5584,S99913299,X10511945X,Mr.,Tyson541,Martin117,Bailey598,,,,white,nonhispanic,M,Vincent  California  US,488 Mueller Heights Unit 63,Milpitas,California,Santa Clara County,6085,95035,37.47623535019776,-121.85600882477189,182347.13,0.00,119574
3266ce89-ce09-1a13-f110-d95415fdb026,2004-08-21,,999-40-2845,S99924128,X15975515X,Ms.,Laura391,,Arreola736,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,280 Reichel Way,Vallejo,California,Solano County,6095,94590,38.15451684043223,-122.23154907311286,115729.70,783.26,64307
349e813f-3e5b-ebfc-97bd-0b5e0a2cc540,1990-04-19,,999-28-2645,S99964831,X19358093X,Mr.,Barney639,Anderson154,Krajcik437,,,M,white,nonhispanic,M,Montebello  California  US,860 Waters Spur,La Verne,California,Los Angeles County,6037,91773,34.068910657863036,-117.76528341325091,144738.37,8081.67,47643
3743e8a7-ccb3-9759-c8e3-6f49c643f430,1974-10-20,,999-76-6427,S99999958,X11866069X,Mr.,Erasmo545,Joey457,Sawayn19,,,S,white,nonhispanic,M,West Carson  California  US,545 Cummings Pathway Apt 39,West Sacramento,California,Yolo County,6095,95620,38.39062921375355,-121.74802832896077,48549.44,905440.40,13170
1c588329-66f8-6b94-7185-9ba5ff0f542f,1946-06-15,2003-05-03,999-99-2773,S99927428,X26623352X,Mr.,Mohammad578,Douglass930,Windler79,,,M,white,hispanic,M,Pittsburg  California  US,814 Cole Orchard Unit 92,Yorba Linda,California,Orange County,6059,92887,33.91825406169448,-117.75348994069964,11057.74,216138.49,21494
f5b19c6d-03ec-4d9b-aafc-2c4ee727fa61,1979-11-04,,999-63-1735,S99928587,X62822120X,Mrs.,Graciela518,Sara501,Saiz247,,Márquez847,M,white,hispanic,F,Guatemala City  Guatemala  GT,759 Auer Heights,Orcutt,California,Santa Barbara County,6083,93455,34.78719910388437,-120.46542140387747,182043.20,625885.69,313258
74d08da3-8e06-d3e5-c876-4876b37116fe,2014-01-13,,999-43-7241,,,,Rodrigo242,Cristian531,Urías338,,,,white,hispanic,M,Caguas  Puerto Rico  PR,149 Wiegand Fork Suite 72,Los Angeles,California,Los Angeles County,6037,90003,34.09119737389437,-118.2335035502283,2050.00,44099.95,25302
862a1df1-8a4b-6b4e-70df-4418c1c74fae,1970-03-13,,999-78-5064,S99922152,X47331242X,Mr.,Darius626,,Shanahan202,,,M,white,nonhispanic,M,Los Angeles  California  US,1061 Friesen Run Unit 1,Los Angeles,California,Los Angeles County,6037,90011,34.102914543242235,-118.3041292520803,8723.23,133390.24,2925
573b871e-fd79-9728-ea8b-14c4f34c9e8c,1977-04-12,1980-07-18,999-94-2897,,,,Danelle47,Gwyn381,Cormier289,,,,asian,nonhispanic,F,Los Angeles  California  US,789 Connelly Gate Apt 5,San Jose,California,Santa Clara County,6085,95119,37.2078749855803,-121.86498285482726,73925.62,15981.52,61665
0ef2c9b4-c504-ac14-401d-23c263c82e94,1961-02-18,,999-88-7314,S99992361,X22489921X,Mr.,Franklyn361,,DuBuque211,,,M,white,nonhispanic,M,Lemoore Station  California  US,808 Lind Union Unit 97,Milpitas,California,Santa Clara County,6085,95035,37.40301590659273,-121.85225591221804,176771.81,0.00,119574
3b850485-9933-b060-cc46-c0c5083e9654,1984-06-27,,999-53-2662,S99972218,X11978888X,Mrs.,Anita473,Irene779,Lara964,,Barragán638,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,1050 Kertzmann Divide,Los Angeles,California,Los Angeles County,6037,90745,34.05797444878625,-118.3727297778985,101799.98,480666.01,27788
17edeef5-c310-a751-5326-18589b671aa7,2009-07-21,,999-82-8707,,,,Débora815,Barbara209,Tijerina14,,,,white,hispanic,F,San Juan  Puerto Rico  PR,1056 Smitham Manor,Poway,California,San Diego County,6073,92128,33.13076425695201,-117.11783975120417,55233.23,8001.16,692128
aa712fb3-2902-000a-d184-0df644bc3117,1993-11-06,,999-18-8622,S99954487,X49861201X,Mr.,Ahmed109,Gus973,Kassulke119,,,S,white,hispanic,M,Clovis  California  US,377 Heidenreich Well,San Francisco,California,San Francisco County,6075,94124,37.83363284918121,-122.45864864886252,6132.02,128616.54,8414
8fed2e88-02ab-0679-5e3d-27a7b4f6d4f5,1946-06-15,2008-01-13,999-22-1368,S99911367,X21686761X,Mr.,Alva958,Mack300,Jast432,,,S,white,hispanic,M,Pacifica  California  US,573 Walker Junction Unit 17,Yorba Linda,California,Orange County,6059,92887,33.823478639402026,-117.73898965303542,13741.18,423926.07,21494
2c3aa948-de6d-e62d-ea4b-c31c259ef17c,1979-01-28,,999-32-9138,S99950660,X75285982X,Ms.,Leatha675,,Simonis280,,,S,white,hispanic,F,Ripon  California  US,555 Stracke Branch Suite 49,Rancho Cucamonga,California,San Bernardino County,6071,91737,34.142061482305145,-117.46131528796602,159980.30,647798.33,768334
1a6a18f8-3c46-ef20-681f-5c0c9169d8ad,1977-04-12,,999-35-9039,S99943031,X32172105X,Mrs.,Tova870,Kimi714,Lueilwitz711,,Yundt842,M,asian,nonhispanic,F,Pasadena  California  US,859 Schaden Bypass Suite 91,San Jose,California,Santa Clara County,6085,95121,37.28827617644643,-121.93712597750608,1000532.24,445716.81,61665
9fa1bffc-863c-9573-4e3d-d8a9d939f0ce,1964-06-16,,999-33-7527,S99981335,X72243467X,Mrs.,María del Carmen27,Sofia418,Galarza986,,Araña824,M,white,hispanic,F,Puebla  Puebla  MX,284 Schimmel Road Unit 47,Santa Nella,California,Merced County,6047,95322,37.1200183108132,-121.02357361389834,21741.53,1394471.93,5552
c33821f8-ccd4-0406-de9b-62a5b96da158,1986-04-27,,999-31-3886,S99938390,X76746773X,Ms.,Loren192,,Jones311,,,S,white,nonhispanic,F,Ramona  California  US,332 Morar Light Unit 32,Antioch,California,Contra Costa County,6013,94513,38.02655034497059,-121.81192971601268,175804.94,369125.79,366759
46e43394-9804-4336-30bc-c97bc3e2c2d1,1971-03-13,,999-21-7040,S99988009,X980798X,Mrs.,Mathilda200,Lelia627,Bayer639,,O'Reilly797,M,white,nonhispanic,F,Orange  California  US,1055 Franecki Port,Hercules,California,Contra Costa County,6013,94547,38.079334128289155,-122.27790600083077,18581.93,730493.31,17144
9be73dcb-3333-830a-d431-30c8eb22ad50,1972-04-11,,999-20-1737,S99919751,X52308851X,Mrs.,Laura391,Daniela614,Jimínez732,,Barragán638,M,asian,hispanic,F,Bogota  Bogota  CO,927 Tromp Divide,Las Flores,California,Orange County,,00000,40.03981133928141,-122.18023154884506,58091.54,2751549.73,127369
42b8cd02-2f92-c298-0249-7d1fbfc46de1,1984-06-17,,999-30-9574,S99943152,X2839840X,Mrs.,Madelene819,Jeanie708,Beatty507,,Crooks415,M,white,nonhispanic,F,Modesto  California  US,494 Hudson Port,San Francisco,California,San Francisco County,6075,94118,37.74124479203924,-122.44905851135817,356481.37,1619066.58,138031
396bf4d7-a5a7-8834-cc76-8a2dc6eaeae3,1996-06-07,,999-86-9001,S99914549,X57318518X,Mrs.,Lourdes258,Lucia634,Arenas932,,Meléndez48,M,black,hispanic,F,Caracas  Capital District  VE,774 Hamill Promenade,Indio,California,Riverside County,6065,92203,33.66713239080039,-116.14064971614113,36578.91,1268500.12,32024
4ac804ec-0ea6-f552-2103-ee49eb80eea9,2010-12-01,,999-84-1296,,,,Charles364,Logan497,Carroll471,,,,native,nonhispanic,M,San Rafael  California  US,765 Hegmann Ramp,Arcata,California,Humboldt County,6023,95521,40.973963886591555,-124.0559007191324,27456.14,22317.51,67770
99da6822-a8f3-eac5-5c14-af24a71bb12d,2000-03-26,,999-65-1338,S99910274,X34481301X,Mr.,Johnny786,Gabriel934,Ratke343,,,,white,nonhispanic,M,Ontario  California  US,659 Nienow Club Apt 2,Mission Viejo,California,Orange County,6059,92653,33.56887305061244,-117.66326845142316,70582.90,11862.50,53396
50cb1b22-e97d-7d0d-991c-8248267f073a,1998-07-28,,999-72-1050,S99917435,X87551326X,Mr.,Ramiro608,Guillermo498,Serrano248,,,,white,hispanic,M,Caracas  Capital District  VE,512 Kris Gate,East Los Angeles,California,Los Angeles County,6037,90022,34.04465411501712,-118.11405412926337,4700.00,81062.53,21863
98e38562-7127-918c-0ce9-ad7e18466601,1957-07-24,,999-37-5374,S99963922,X43631599X,Mrs.,Shala169,Hermina428,Gibson10,,Yost751,M,white,hispanic,F,San Jose  California  US,667 Jakubowski Center Unit 80,Redwood City,California,San Mateo County,6081,94070,37.519708871159416,-122.21678356238091,405034.36,1255686.90,347490
c3b9ce2b-ab20-9a2a-6e56-afa16216129b,1978-06-27,2023-06-01,999-76-9686,S99958968,X86112843X,Mr.,Raleigh478,Sandy901,Lueilwitz711,,,D,white,nonhispanic,M,Hayward  California  US,211 Konopelski Byway,Highlands-Baywood Park,California,San Mateo County,,00000,37.56653714823817,-122.38727934576191,119969.55,39623.76,233237
84750e59-23c0-04a3-de00-b7525be6884d,1967-08-09,,999-55-4718,S99967064,X50441182X,Mrs.,Onita767,Cammie978,Borer986,,Deckow585,M,white,hispanic,F,Mead Valley  California  US,238 Satterfield Gate Apt 1,Wasco,California,Kern County,6029,93280,35.680656318221814,-119.44960125282896,300790.86,1096085.16,31540
ac1326a8-cceb-7820-291f-5d3305199fd6,1982-05-01,,999-86-9086,S99990476,X14971474X,Mrs.,Merilyn246,Catrice481,Sauer652,,Kiehn525,M,white,nonhispanic,F,Redding  California  US,683 Johnson Loaf,Anaheim,California,Orange County,6059,92804,33.85007810607697,-117.89603491781959,502745.68,561123.10,97626
b65bb1dc-7df4-dabd-848c-a20dcc90beb9,1997-03-30,,999-10-4012,S99988766,X9630181X,Ms.,Alyssa971,Willa615,Schimmel440,,,,black,nonhispanic,F,Los Angeles  California  US,984 Steuber Path Suite 51,Rancho Cucamonga,California,San Bernardino County,6071,92336,34.18398638699973,-117.56487551887412,12964.63,1395112.94,17076
a6c6429d-2015-1db8-ea13-c1a2bd873230,2014-01-20,,999-34-3930,,,,Sondra191,Lorna458,Stroman228,,,,white,nonhispanic,F,El Monte  California  US,429 Beer Park,Fresno,California,Fresno County,6019,93722,36.79783460413099,-119.86266836657265,1700.00,24908.14,32585
6a5e580a-3233-60ea-3434-3c54f70f1197,2014-03-30,,999-80-8311,,,,Roberto515,Regena252,Wyman904,,,,white,nonhispanic,F,South Gate  California  US,310 Kuhic Port,Glendale,California,Los Angeles County,6037,90039,34.12575706083295,-118.22624879770795,27466.58,4393.57,81193
445d821c-ef40-3bc6-f6cb-66a9b13df8a2,1968-01-02,,999-91-1661,S99954404,X62405317X,Mr.,Rashad361,,Toy286,,,S,white,nonhispanic,M,Long Beach  California  US,1000 Kerluke Way,La Habra Heights,California,Los Angeles County,6037,91745,33.91148679161231,-117.9037741443794,521012.16,797748.01,49828
0cd100ee-49f1-7782-0651-26f879a8e48c,2021-01-24,,999-30-3248,,,,Joshua658,Vernon254,Dibbert990,,,,white,nonhispanic,M,Victorville  California  US,343 McGlynn Park Unit 63,Sacramento,California,Sacramento County,6067,95841,38.61715246653747,-121.4319140626088,7742.43,7641.81,68153
2c56cc4b-1cef-20f9-f2ff-327f97b4ae91,1973-12-20,,999-64-5192,S99913915,X75295093X,Mrs.,Doretha289,Loreta61,Wunsch504,,Kozey370,M,black,nonhispanic,F,Del Aire  California  US,163 Hansen Trace Apt 25,Downey,California,Los Angeles County,6037,90240,33.930411019491956,-118.15424547010329,388765.16,151485.12,55120
c4e483fe-3199-f02b-5d70-45c9f9841241,1958-11-08,,999-88-4755,S99993306,X66124276X,Mrs.,Min362,,Heller342,,Weimann465,W,white,nonhispanic,F,Galt  California  US,944 Klein Fort Apt 49,Campbell,California,Santa Clara County,6085,95128,37.24057786516944,-121.97033222081286,166571.92,619282.12,263659
bc575c2a-573b-c205-a7ab-029bda347097,1973-01-21,,999-82-6875,S99932227,X24454924X,Ms.,Armandina361,Marlen929,Altenwerth646,,,S,asian,nonhispanic,F,Oildale  California  US,346 Fahey Vista Suite 9,Inglewood,California,Los Angeles County,6037,90250,33.919165905177685,-118.42253187775013,13713.51,796264.53,20514
63926be4-e1b6-6553-c048-b971f826ede8,2009-10-23,,999-56-6077,,,,Florentino8,Elwood28,Kuhlman484,,,,white,nonhispanic,M,Santa Rosa  California  US,921 Fisher Quay Unit 87,Roseville,California,Placer County,6061,95661,38.74692434747355,-121.28255874538857,334119.65,239679.05,96992
bcca5158-dcd2-f7cf-2557-959381c4fc36,1945-02-25,2015-02-10,999-23-7053,S99930270,X70137100X,Mrs.,Tyesha844,Rosana394,Bahringer146,,Leannon79,D,white,nonhispanic,F,Anaheim  California  US,1061 Schneider Manor Suite 92,Anaheim,California,Orange County,6059,92802,33.80877809043344,-117.90682006549416,1769907.43,3653165.81,66579
5e9bf8e1-f033-b58f-50f8-975ef96a5c2e,1938-10-18,,999-89-9665,S99962876,X43541523X,Mrs.,Cecil300,Carmelita854,Jerde200,,Funk324,M,asian,nonhispanic,F,Cantho  Cần Thơ  VN,914 Ankunding Road Suite 94,San Francisco,California,San Francisco County,6075,94115,37.72394321255831,-122.38827865743195,312371.64,2360749.30,30518
111a2881-a4ce-638c-e111-142ea74b0cfb,1982-09-25,,999-90-2674,S99920251,X31152227X,Mrs.,Marx778,Leanne251,Hamill307,,Schaden604,M,white,nonhispanic,F,Los Angeles  California  US,642 Von Neck Suite 54,San Marcos,California,San Diego County,6073,92024,33.094152041519365,-117.17955560417361,12528.22,678337.70,19558
d4821a5b-8a57-6521-6f36-c730de865788,2005-04-06,,999-55-6982,S99950099,,Ms.,Aileen250,Rosalba160,Bradtke547,,,,white,nonhispanic,F,San Bruno  California  US,942 White Vista,Salinas,California,Monterey County,6053,93907,36.75968239493032,-121.67951979234287,12559.60,113923.67,30443
55e92a01-5ec3-6ec7-9e42-df8dbd06f9e1,1946-06-15,2006-04-25,999-60-1870,S99916723,X30446997X,Mr.,Eddy900,Conrad619,Johns824,,,S,white,hispanic,M,Sacramento  California  US,827 Hilll Ranch,Yorba Linda,California,Orange County,6059,92807,33.85754707236172,-117.68561816368047,60614.60,1515827.52,21494
06da26d6-2054-17f4-5516-466a88d9839b,2006-01-08,,999-19-9419,S99929557,,Mr.,Darius626,Ulysses632,Gaylord332,,,,white,nonhispanic,M,Livermore  California  US,506 Armstrong Trail Suite 12,Temecula,California,Riverside County,6065,92596,33.46407171603384,-117.08123461621904,67187.84,14260.02,96541
bb4587ea-d120-64dd-7762-61dd893ab3d1,2009-01-21,,999-25-8465,S99975009,,,Lenita591,Renea551,Johnson679,,,,black,nonhispanic,F,Twin Lakes  California  US,1067 Bode Terrace,Rialto,California,San Bernardino County,6071,92335,34.12222052372741,-117.41702911855049,11524.66,773188.65,67961
379c4a92-c44a-0e1a-fbd3-d10956111152,2012-10-16,,999-74-8016,,,,Eusebio566,Laverne101,Boehm581,,,,native,nonhispanic,M,Sacramento  California  US,964 Carroll Harbor,East Los Angeles,California,Los Angeles County,6037,90022,33.98197304177194,-118.12832273271133,2015.04,37371.10,9990
16b6db18-eaa4-8c7b-2289-e956a22e6305,1977-10-26,,999-15-7294,S99953014,X10550381X,Mrs.,Caridad510,Guadalupe206,Gastélum330,,Nájera755,M,white,hispanic,F,Roseau  Saint George  DM,955 Kuhn Annex Suite 5,West Whittier-Los Nietos,California,Los Angeles County,,00000,33.99226968301602,-118.08073590977165,510192.74,141003.14,49734
445c1e13-995a-0f0b-d586-a577984eb5f2,1978-06-27,2020-07-23,999-32-6367,S99955979,X54272272X,Mr.,Jared66,,Abernathy524,,,M,white,nonhispanic,M,Encinitas  California  US,600 Mann Ferry Apt 8,Highlands-Baywood Park,California,San Mateo County,,00000,37.493609975738835,-122.31521329786935,198665.21,508328.12,233237
d77fa1ab-6b96-1a54-069b-447fd9683882,2015-04-06,,999-69-3286,,,,Tobias236,Byron202,O'Kon634,,,,white,nonhispanic,M,Dunsmuir  California  US,1090 Schmeler Route Apt 55,Roseville,California,Placer County,6061,95747,38.72866648732493,-121.33150277923846,18818.85,5184.03,61511
b6798ad8-7011-9d4c-5d48-43b1160f69e7,2005-01-21,,999-96-7360,S99931603,X25629236X,Ms.,Hanna456,Maddie576,Morissette863,,,,white,nonhispanic,F,Los Angeles  California  US,129 Rath Union,Los Angeles,California,Los Angeles County,6037,90048,34.02430904424673,-118.27562468619098,647096.50,364315.13,343
68c48d16-c9c5-5074-398d-ab5a82226280,2011-11-01,,999-76-9206,,,,Len277,Kenny207,Mayer370,,,,other,hispanic,M,Carlsbad  California  US,928 Satterfield Burg,Azusa,California,Los Angeles County,6037,91010,34.17231811807955,-117.91048585191885,43684.71,11674.75,71448
dcb416e3-62af-fa89-6f94-f8edc3ed6233,1984-09-03,,999-23-7171,S99950082,X76482427X,Mrs.,Vonda514,,Baumbach677,,Stoltenberg489,M,white,nonhispanic,F,Los Angeles  California  US,993 Krajcik Arcade Apt 66,Laguna Niguel,California,Orange County,6059,92653,33.61029065157382,-117.6776470019617,231219.38,782167.37,691161
bbfc2ee0-8df8-af3a-c458-ad5099f82131,2014-12-01,,999-15-3709,,,,Millard193,Pedro316,Bernier607,,,,white,hispanic,M,Santa Rosa  California  US,1048 Mann Village,Good Hope,California,Riverside County,,00000,33.73274448755584,-117.22981160135106,2022.96,34137.44,36102
8664db00-4dba-1b19-8d4f-40524e122ca1,1978-06-27,2022-10-06,999-57-7461,S99965241,X53856364X,Mr.,Shannon293,Giovanni385,Conroy74,,,M,white,nonhispanic,M,Moraga  California  US,1050 Grimes Arcade,Highlands-Baywood Park,California,San Mateo County,,00000,37.518752034097446,-122.38653821763367,135066.12,867384.51,233237
cc356aa0-4c1d-d24a-d5ee-b55970ea351f,1966-12-17,2000-02-04,999-75-5801,S99938295,X77749706X,Mr.,Alvin56,Boyd728,Jaskolski867,,,M,white,nonhispanic,M,Alondra Park  California  US,649 Stoltenberg Wall,Menlo Park,California,San Mateo County,6085,94303,37.44907185315985,-122.21914926011036,165947.66,510956.34,330946
2ef89b65-02de-77e3-d1ef-6dc3c281e606,1984-10-12,,999-74-7753,S99923035,X66989252X,Mrs.,Silvia880,Magdalena964,Parra592,,Garica503,M,white,hispanic,F,Panama City  Panama  PA,1070 Morissette Run,Palmdale,California,Los Angeles County,6037,93552,34.37097631990836,-118.114933385669,408915.61,527276.48,84712
f47fb0b7-c9a7-0295-f0a9-d25a959fcbb8,1986-04-27,,999-24-7777,S99928376,X34367045X,Mrs.,Kati243,Colette720,Green467,,Bailey598,M,white,nonhispanic,F,Torrance  California  US,408 Heaney Grove Suite 61,Carson,California,Los Angeles County,6037,90745,33.868146885141,-118.24817902700202,731800.57,114427.89,78186
6ad097d6-2adc-1e67-6280-1715f9ed34aa,1978-12-07,,999-47-3752,S99941517,X41611411X,Mr.,Edmundo94,,Prohaska837,,,M,white,nonhispanic,M,South Whittier  California  US,741 White Loaf,Larkspur,California,Marin County,6041,94904,37.940512409253316,-122.49548603339949,151535.79,22903.01,103521
9de7a7f1-fcef-727d-194f-b1d2a8cb164a,1978-06-27,,999-99-5360,S99956205,X8798068X,Mr.,Adolph80,Edwardo860,Hudson301,,,M,white,nonhispanic,M,Oceanside  California  US,627 Fritsch Bypass,Highlands-Baywood Park,California,San Mateo County,,00000,37.47425860476858,-122.3185395082886,191310.04,178036.70,233237
fdbb307e-5aaf-43cb-b8d5-97cfd3ca8d22,2006-09-13,,999-55-2507,S99969770,,Ms.,Sherron201,,Walter473,,,,white,nonhispanic,F,Anaheim  California  US,332 Schmitt Divide Unit 84,Chico,California,Butte County,6007,95926,39.851092067632386,-121.80790047896076,4441.52,106614.25,21367
91d08601-5b3b-9375-b7e8-c2963922cfba,1979-04-22,,999-86-3609,S99936116,X78401802X,Mrs.,Lakenya863,Refugia211,Hauck852,,Orn563,M,white,nonhispanic,F,Country Club  California  US,1044 Douglas Road,Vacaville,California,Solano County,6095,95620,38.359951527762036,-121.87876104286892,474146.60,966945.53,71187
0a89dfc3-afbd-59c5-b3b5-9f5a1db6a3dc,2013-11-20,,999-48-4015,,,,Adam631,Moises22,Mertz280,,,,native,hispanic,M,Chowchilla  California  US,650 Altenwerth Highlands,Parlier,California,Fresno County,6019,93648,36.63367348845585,-119.53337331941599,1800.00,33383.27,33701
